search URL:,https://patents.google.com/?assignee=Tesla%252c+Inc.&before=priority:20200101&after=priority:20120101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9673752-B2,Photovoltaic array skirt and mounting hardware ,Solarcity Corporation,"Kyle Tripp, Tyrus Hudson",2015-11-09,2015-11-09,2017-06-06,2017-06-06,https://patents.google.com/patent/US9673752B2/en,https://patentimages.storage.googleapis.com/b7/e0/9f/40930528d8591c/US09673752-20170606-D00000.png
US-2020257317-A1,Autonomous and user controlled vehicle summon to a target ,"Tesla, Inc.","Elon Musk, Kate Park, Nenad Uzunovic, Christopher Coleman Moore, Francis Havlak, Stuart Bowers, Andrej Karpathy, Arvind Ramanandan, Ashima Kapur Sud, Paul Chen, Paril Jain, Alexander Hertzberg, Jason Kong, Li Wang, Oktay Arslan, Nicklas Gustafsson, Charles Shieh, David Seelig",2019-02-11,2019-02-11,2020-08-13,,https://patents.google.com/patent/US20200257317A1/en,https://patentimages.storage.googleapis.com/26/87/ad/916b3b466c6ef6/US20200257317A1-20200813-D00000.png
US-2018342640-A1,Colored photovoltaic module with nanoparticle layer ,"Tesla, Inc.","Yangsen Kang, Nathan D. Rock, Jiunn Benjamin Heng",2017-05-24,2017-11-22,2018-11-29,,https://patents.google.com/patent/US20180342640A1/en,https://patentimages.storage.googleapis.com/c7/2f/76/72e9563f27c650/US20180342640A1-20181129-D00000.png
US-11110896-B2,Pulsed laser cleaning of debris accumulated on glass articles in vehicles and photovoltaic assemblies ,"Tesla, Inc.",Phiroze Dalal,2018-05-16,2019-05-10,2021-09-07,2021-09-07,https://patents.google.com/patent/US11110896B2/en,https://patentimages.storage.googleapis.com/b7/49/69/21b742e34f4ed1/US11110896-20210907-D00000.png
KR-20200034726-A,Electric pump system and method ,"테슬라, 인크.","스캇 마이클 그레이브스, 에릭 벨레마레, 유페이 주, 벤자민 델라, 디에고 알베르토 실바 로드리게스",2017-06-30,2018-06-21,2020-03-31,,https://patents.google.com/patent/KR20200034726A/en,https://patentimages.storage.googleapis.com/26/7a/7d/93853b962df4d9/pct00001.png
US-2019097427-A1,Energy generation interactions bypassing the grid ,"Tesla, Inc.","Peter Joshua Rive, Eric Daniel Carlson",2016-05-12,2018-11-09,2019-03-28,,https://patents.google.com/patent/US20190097427A1/en,https://patentimages.storage.googleapis.com/af/ec/40/c22c1aaac4cfc0/US20190097427A1-20190328-D00000.png
US-2019312251-A1,Aggregated battery system ,"Tesla, Inc.",Kevin Cornelius Matthews,2018-04-09,2019-03-28,2019-10-10,,https://patents.google.com/patent/US20190312251A1/en,https://patentimages.storage.googleapis.com/b6/04/06/00652ac254e1fe/US20190312251A1-20191010-D00000.png
US-2021342637-A1,Generating ground truth for machine learning from time series elements ,"Tesla, Inc.","Ashok Kumar Elluswamy, Matthew Bauch, Christopher Payne, Andrej Karpathy, Joseph Polin",2019-02-01,2021-04-20,2021-11-04,,https://patents.google.com/patent/US20210342637A1/en,https://patentimages.storage.googleapis.com/4b/73/0f/9e34b80b8a84ce/US20210342637A1-20211104-D00000.png
US-2020175326-A1,Enhanced object detection for autonomous vehicles based on field view ,"Tesla, Inc.","Anting Shen, Romi Phadte, Gayatri Joshi",2018-12-04,2019-12-04,2020-06-04,,https://patents.google.com/patent/US20200175326A1/en,https://patentimages.storage.googleapis.com/7c/dd/6e/df1071c3ea562b/US20200175326A1-20200604-D00000.png
US-10790777-B2,Flexible solar roofing modules ,"Tesla, Inc.","Brian Edward Atchley, Andreas Meisel, Daniel Preston Flanigan, Tyrus Hawkes Hudson",2017-08-17,2017-08-17,2020-09-29,2020-09-29,https://patents.google.com/patent/US10790777B2/en,https://patentimages.storage.googleapis.com/0b/c8/0c/999b3962f310e7/US10790777-20200929-D00000.png
US-2021203272-A1,Glass cover with optical-filtering coating for managing color of a solar roof tile ,"Tesla, Inc.","Ollivier J. Lefevre, John Liu",2017-09-28,2021-03-11,2021-07-01,,https://patents.google.com/patent/US20210203272A1/en,https://patentimages.storage.googleapis.com/68/29/f1/0268d73bbced19/US20210203272A1-20210701-D00000.png
US-9496451-B2,System for improving solar cell manufacturing yield ,Solarcity Corporation,"Jiunn Benjamin Heng, Chunguang Xiao, Dongzhi Yan, Jiansheng Zhou, Zhiquan Huang, Zheng Xu",2015-02-17,2016-06-22,2016-11-15,2016-11-15,https://patents.google.com/patent/US9496451B2/en,https://patentimages.storage.googleapis.com/17/56/d7/9ec7d350e8e08d/US09496451-20161115-D00000.png
US-11157441-B2,Computational array microprocessor system using non-consecutive data formatting ,"Tesla, Inc.","Emil TALPES, William McGee, Peter Joseph Bannon",2017-07-24,2018-03-13,2021-10-26,2021-10-26,https://patents.google.com/patent/US11157441B2/en,https://patentimages.storage.googleapis.com/59/52/f1/42665a7f777f06/US11157441-20211026-D00000.png
US-10340836-B2,Interlock system for mounting and joining photovoltaic modules ,Solarcity Corporation,Martin Seery,2015-11-30,2015-11-30,2019-07-02,2019-07-02,https://patents.google.com/patent/US10340836B2/en,https://patentimages.storage.googleapis.com/90/42/5e/326018e89a2580/US10340836-20190702-D00000.png
US-10063185-B2,Retractable wiring system for a photovoltaic module ,Solarcity Corporation,"Tyrus Hudson, Johann Karkheck, Brian Atchley, River Broussard",2015-04-17,2015-12-30,2018-08-28,2018-08-28,https://patents.google.com/patent/US10063185B2/en,https://patentimages.storage.googleapis.com/12/5e/90/4c67e8b3560016/US10063185-20180828-D00000.png
US-10734938-B2,Packaging for solar roof tiles ,"Tesla, Inc.","Bobby Yang, Peter P. Nguyen, Seth M. Winger, Piotr Zajac, Kaleb A. Klauber, Jennifer L. Wang, Jiunn Benjamin Heng",2017-07-21,2017-07-21,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734938B2/en,https://patentimages.storage.googleapis.com/63/05/2b/20715afc22e1c4/US10734938-20200804-D00000.png
US-10778139-B2,Building integrated photovoltaic system with glass photovoltaic tiles ,"Tesla, Inc.","Charles Bernardo Almy, Brian Edward Atchley, Garret Anthony Bautista",2016-10-27,2017-07-27,2020-09-15,2020-09-15,https://patents.google.com/patent/US10778139B2/en,https://patentimages.storage.googleapis.com/e8/00/f4/00767581f621bb/US10778139-20200915-D00000.png
US-9748892-B2,Clip-in mounting system for photovoltaic systems ,Solarcity Corporation,"Charles Almy, Tyrus Hudson, David Molina",2015-07-27,2015-07-27,2017-08-29,2017-08-29,https://patents.google.com/patent/US9748892B2/en,https://patentimages.storage.googleapis.com/93/66/17/a2f230bf2238af/US09748892-20170829-D00000.png
US-10148220-B2,Ratcheting stow mechanism for solar tracking photovoltaic panel mounting system ,Solarcity Corporation,"Charles Almy, Soren Jensen, Kathryn A. Pesce",2015-12-07,2015-12-07,2018-12-04,2018-12-04,https://patents.google.com/patent/US10148220B2/en,https://patentimages.storage.googleapis.com/ad/a6/7e/51078b7edaf0c6/US10148220-20181204-D00000.png
US-10544608-B2,Glovebox controller systems and methods ,"Tesla, Inc.","Jonathon Stoia, Veer Nairyani, Evan Small, Luke Simonson",2017-06-30,2017-06-30,2020-01-28,2020-01-28,https://patents.google.com/patent/US10544608B2/en,https://patentimages.storage.googleapis.com/11/41/b0/8cfcab66f4409e/US10544608-20200128-D00000.png
US-9874021-B2,Tile and slate roof flashing systems ,Solarcity Corporation,"Tyrus Hudson, Martin Seery, River Broussard, Malcolm Kimberley",2015-08-28,2015-12-31,2018-01-23,2018-01-23,https://patents.google.com/patent/US9874021B2/en,https://patentimages.storage.googleapis.com/88/c3/57/a5a9ed14bdcbc8/US09874021-20180123-D00000.png
US-10855220-B2,Hinged building integrated photovoltaic roof tile modules ,"Tesla, Inc.",Charles Almy,2017-09-21,2019-05-07,2020-12-01,2020-12-01,https://patents.google.com/patent/US10855220B2/en,https://patentimages.storage.googleapis.com/a9/12/8a/fb13306f7ee71b/US10855220-20201201-D00000.png
US-10069030-B2,Load lock solar cell transfer system ,Solarcity Corporation,Pablo Gonzalez,2015-12-14,2015-12-30,2018-09-04,2018-09-04,https://patents.google.com/patent/US10069030B2/en,https://patentimages.storage.googleapis.com/da/b5/ae/54ae1483839648/US10069030-20180904-D00000.png
US-10135387-B2,Photovoltaic mounting system with sealant injector inlet ,Solarcity Corporation,"Martin Seery, Garret Bautista",2016-03-23,2016-03-23,2018-11-20,2018-11-20,https://patents.google.com/patent/US10135387B2/en,https://patentimages.storage.googleapis.com/48/32/41/9d7126b3d97152/US10135387-20181120-D00000.png
US-10498155-B2,Control system for maintaining preferred battery levels in a microgrid ,Solarcity Corporation,"Karthikeyan Varadarajan, Ali RIAZI",2016-03-29,2016-03-29,2019-12-03,2019-12-03,https://patents.google.com/patent/US10498155B2/en,https://patentimages.storage.googleapis.com/13/41/9b/5f576526bc4181/US10498155-20191203-D00000.png
US-9627894-B1,Modular solar inverter ,Solarcity Corporation,"Alex Mayer, Remy Labesque",2016-04-06,2016-04-06,2017-04-18,2017-04-18,https://patents.google.com/patent/US9627894B1/en,https://patentimages.storage.googleapis.com/08/f8/97/d64d89d7b1dab7/US09627894-20170418-D00000.png
US-2019241455-A1,Process to make textured glass ,"Tesla, Inc.","William S. SWENEY, Michael Pilliod, Christos Gougoussis",2018-02-06,2019-02-06,2019-08-08,,https://patents.google.com/patent/US20190241455A1/en,https://patentimages.storage.googleapis.com/80/b8/b4/9869b1790efe63/US20190241455A1-20190808-D00000.png
US-9109371-B2,Foothold system on sloped roof ,Solarcity Corporation,"Tyrus Hudson, John R. West",2013-08-06,2013-08-06,2015-08-18,2015-08-18,https://patents.google.com/patent/US9109371B2/en,https://patentimages.storage.googleapis.com/d4/8a/92/a13c643a1aec2d/US09109371-20150818-D00000.png
US-9912285-B2,Solar photovoltaic module clamping system ,Solarcity Corporation,"Martin Seery, Tyrus Hawkes Hudson",2014-05-12,2016-10-17,2018-03-06,2018-03-06,https://patents.google.com/patent/US9912285B2/en,https://patentimages.storage.googleapis.com/7a/1c/82/0e71c069a8f34e/US09912285-20180306-D00000.png
US-10381838-B2,Power control system with fault detection and data retention for energy generation systems ,"Tesla, Inc.",Sandeep Narla,2016-05-10,2016-05-10,2019-08-13,2019-08-13,https://patents.google.com/patent/US10381838B2/en,https://patentimages.storage.googleapis.com/30/b7/dd/2dfcf399e9e865/US10381838-20190813-D00000.png
US-9735527-B2,Meter socket adaptor ,Solarcity Corporation,"Garret Bautista, Cormac McHugh",2015-04-30,2016-11-18,2017-08-15,2017-08-15,https://patents.google.com/patent/US9735527B2/en,https://patentimages.storage.googleapis.com/3f/37/f6/60baa2bf24f36b/US09735527-20170815-D00000.png
US-10534092-B2,Technologies for vehicle positioning ,"Tesla, Inc.","Neda CVIJETIC, Robert Cofield, Mark McClelland, Zeljko Popovic, Francis Havlak",2017-06-01,2017-06-01,2020-01-14,2020-01-14,https://patents.google.com/patent/US10534092B2/en,https://patentimages.storage.googleapis.com/af/e3/9e/c3c7a4f1910490/US10534092-20200114-D00000.png
US-10665908-B2,Heating and cooling reservoir for a battery powered vehicle ,"Tesla, Inc.","Justin Thomas Krull, Prem Mark Pinto",2016-06-23,2017-06-20,2020-05-26,2020-05-26,https://patents.google.com/patent/US10665908B2/en,https://patentimages.storage.googleapis.com/22/56/ca/26ed3ced6d2d09/US10665908-20200526-D00000.png
US-10158321-B2,Photovoltaic mounting system ,Solarcity Corporation,"Trevor B. Guthrie, Gregory Philip Patnude, Brian Despard West, David Molina, Ryan Devine",2017-01-03,2018-01-03,2018-12-18,2018-12-18,https://patents.google.com/patent/US10158321B2/en,https://patentimages.storage.googleapis.com/b2/8e/36/61535ffbb6b95f/US10158321-20181218-D00000.png
EP-3342021-B1,High efficiency high voltage battery pack for onsite power generation systems ,"Tesla, Inc.",Sandeep Narla,2015-08-26,2016-07-29,2020-10-07,2020-10-07,https://patents.google.com/patent/EP3342021B1/en,https://patentimages.storage.googleapis.com/63/a9/ce/da496dec068dc6/imgf0001.png
US-11084390-B2,Liquid-cooled charging connector ,"Tesla, Inc.","Chuen Chou, Pascal-Andre Fortin",2018-03-22,2018-03-22,2021-08-10,2021-08-10,https://patents.google.com/patent/US11084390B2/en,https://patentimages.storage.googleapis.com/34/d5/6b/b5260621e736d0/US11084390-20210810-D00000.png
US-10606678-B2,System and method for handling errors in a vehicle neural network processor ,"Tesla, Inc.","Christopher Hsiong, Emil TALPES, Debjit Das Sarma, Peter Bannon, Kevin Hurd, Benjamin Floering",2017-11-17,2017-11-17,2020-03-31,2020-03-31,https://patents.google.com/patent/US10606678B2/en,https://patentimages.storage.googleapis.com/69/38/99/324417110131d3/US10606678-20200331-D00000.png
US-11050260-B2,Smart main electrical panel for energy generation systems ,"Tesla, Inc.","Sandeep Narla, Andrew Russell Lutkus",2016-08-17,2016-09-29,2021-06-29,2021-06-29,https://patents.google.com/patent/US11050260B2/en,https://patentimages.storage.googleapis.com/76/26/3c/9a7716d92da616/US11050260-20210629-D00000.png
US-2017179872-A1,Dynamic damping system for solar trackers ,Solarcity Corporation,"Charles Almy, Soren Jensen",2015-12-22,2015-12-22,2017-06-22,,https://patents.google.com/patent/US20170179872A1/en,https://patentimages.storage.googleapis.com/6f/c2/a9/b5a80df29640bc/US20170179872A1-20170622-D00000.png
US-2021293060-A1,Angle-detecting door handle assembly ,"Tesla, Inc.","Joris Aerts, Klaus Hofmockel, Brian SVEC",2016-03-25,2021-06-04,2021-09-23,,https://patents.google.com/patent/US20210293060A1/en,https://patentimages.storage.googleapis.com/f6/98/fc/114349264e09b8/US20210293060A1-20210923-D00000.png
US-2021309180-A1,Seatbelt usage detection ,"Tesla, Inc.",Forrest Wen Liau,2017-12-06,2021-01-11,2021-10-07,,https://patents.google.com/patent/US20210309180A1/en,https://patentimages.storage.googleapis.com/23/a0/6f/ebaa03cd46cddb/US20210309180A1-20211007-D00000.png
US-9830672-B2,Power management message bus system ,Solarcity Corporation,"Eric Daniel Carlson, Karthikeyan Varadarajan, Franklin Aguinaldo",2014-10-29,2014-10-29,2017-11-28,2017-11-28,https://patents.google.com/patent/US9830672B2/en,https://patentimages.storage.googleapis.com/ad/fb/48/ad1b8062dd82b1/US09830672-20171128-D00000.png
EP-3398251-B1,Photovoltaic modules with corner junction boxes and array of the same ,"Tesla, Inc.","David Miljkovic, Brian Atchley, Jack Raymond WEST, Nicholas G.J. VRIES",2015-12-29,2016-10-17,2020-04-08,2020-04-08,https://patents.google.com/patent/EP3398251B1/en,https://patentimages.storage.googleapis.com/aa/fb/09/e3860f381c9a44/imgf0001.png
US-10381973-B2,Uniformly and directionally colored photovoltaic modules ,"Tesla, Inc.","John Liu, Ollivier J. Lefevre",2017-05-17,2017-05-17,2019-08-13,2019-08-13,https://patents.google.com/patent/US10381973B2/en,https://patentimages.storage.googleapis.com/ba/85/48/71af5464dfa9a7/US10381973-20190813-D00000.png
US-9803677-B2,Method and apparatus for limiting travel and constraining liner movement of a nut element within a channel ,Solarcity Corporation,"Jack Raymond West, Tyrus Hawkes Hudson",2014-01-22,2015-01-19,2017-10-31,2017-10-31,https://patents.google.com/patent/US9803677B2/en,https://patentimages.storage.googleapis.com/9e/52/87/8c8db57afead32/US09803677-20171031-D00000.png
US-10622937-B2,Spring latch saddle connector for solar tracker ,Solarcity Corporation,"Kathryn Austin Pesce, Charles Bernardo Almy",2016-04-06,2016-04-06,2020-04-14,2020-04-14,https://patents.google.com/patent/US10622937B2/en,https://patentimages.storage.googleapis.com/0e/bc/e7/6f9d5bb94ecc63/US10622937-20200414-D00000.png
US-10340840-B2,Oscillation brake for solar tracking system ,Solarcity Corporation,"Charles Almy, Soren Jensen",2015-12-28,2015-12-28,2019-07-02,2019-07-02,https://patents.google.com/patent/US10340840B2/en,https://patentimages.storage.googleapis.com/49/e6/69/309476e4d65470/US10340840-20190702-D00000.png
US-10505493-B2,Building integrated photovoltaic tile mounting system ,"Tesla, Inc.",Johann Fritz Karkheck,2017-07-18,2017-07-18,2019-12-10,2019-12-10,https://patents.google.com/patent/US10505493B2/en,https://patentimages.storage.googleapis.com/96/21/9b/3f8645323e1954/US10505493-20191210-D00000.png
US-9927471-B2,Peak shaving using energy storage ,Solarcity Corporation,"Eric Daniel Carlson, Karthikeyan Varadarajan",2013-12-03,2013-12-03,2018-03-27,2018-03-27,https://patents.google.com/patent/US9927471B2/en,https://patentimages.storage.googleapis.com/dd/c0/39/a2230264c062b9/US09927471-20180327-D00000.png
EP-3735660-A1,Systems and methods for hardware-based pooling ,"Tesla, Inc.","Peter Joseph Bannon, Kevin Altair Hurd",2018-01-04,2018-12-12,2020-11-11,,https://patents.google.com/patent/EP3735660A1/en,
WO-2019125762-A1,Autonomous driving system with fault prediction ,"Tesla, Inc.","Atchyuth Gorti, David Glasco, Daniel William Bailey",2017-12-23,2018-12-05,2019-06-27,,https://patents.google.com/patent/WO2019125762A1/en,
US-9793852-B2,Clamp and bowl mounting system for photovoltaic modules ,Solarcity Corporation,"Charles Almy, Tyrus Hawkes Hudson, David Molina",2015-07-15,2015-07-15,2017-10-17,2017-10-17,https://patents.google.com/patent/US9793852B2/en,https://patentimages.storage.googleapis.com/60/3d/e3/1875581c25e1e5/US09793852-20171017-D00000.png
US-9399873-B2,Snow guard for a photovoltaic array ,Solarcity Corporation,Ty Hudson,2014-11-04,2015-06-03,2016-07-26,2016-07-26,https://patents.google.com/patent/US9399873B2/en,https://patentimages.storage.googleapis.com/b6/15/5d/d339b0518a9b8e/US09399873-20160726-D00000.png
US-10011157-B2,Visor for continuously extended windshield ,"Tesla, Inc.","Miklos SZENTKIRALYI, Craig COCHRANE, Jorge FIALHO, Derek Allen, Joonas Vartola, Franz Von Holzhausen",2015-07-20,2015-07-20,2018-07-03,2018-07-03,https://patents.google.com/patent/US10011157B2/en,https://patentimages.storage.googleapis.com/2f/a1/cc/5391aadbe21fd5/US10011157-20180703-D00000.png
CN-104813183-A,Transient detection of an exceptional charge event in a series connected battery element ,特斯拉汽车公司,"F·莱珀特, S·I·科恩",2012-11-30,2013-11-26,2015-07-29,,https://patents.google.com/patent/CN104813183A/en,
US-2014333086-A1,Folding and Stowing Rear-Facing Vehicle Seat ,"Tesla Motors, Inc.","Daryl Zalan, Sohel Merchant",2013-05-10,2013-05-10,2014-11-13,,https://patents.google.com/patent/US20140333086A1/en,https://patentimages.storage.googleapis.com/74/2d/92/461910bd18c46d/US20140333086A1-20141113-D00000.png
US-9624595-B2,Electroplating apparatus with improved throughput ,Solarcity Corporation,"Jianming Fu, Wen Zhong Kong",2013-05-24,2014-05-23,2017-04-18,2017-04-18,https://patents.google.com/patent/US9624595B2/en,https://patentimages.storage.googleapis.com/b4/a0/19/ddf1713b612d2d/US09624595-20170418-D00000.png
US-2016298589-A1,System and method for improved starting of combustion engine ,"Maxwell Technologies, Inc.","Ulf Carl Mikael Setterberg, Jeremy Michael Cowperthwaite, Jeff Brakley",2015-04-10,2016-04-08,2016-10-13,,https://patents.google.com/patent/US20160298589A1/en,https://patentimages.storage.googleapis.com/e9/c4/88/85ec827048ca7f/US20160298589A1-20161013-D00000.png
US-8663824-B1,Battery pack exhaust nozzle utilizing an SMA seal retainer ,"Tesla Motors, Inc.","Paul Frey, Dustin Grace",2013-01-26,2013-01-26,2014-03-04,2014-03-04,https://patents.google.com/patent/US8663824B1/en,https://patentimages.storage.googleapis.com/b5/7a/11/5c9e4507f623dd/US08663824-20140304-D00000.png
US-2018108796-A1,Cascaded photovoltaic structures with interdigitated back contacts ,Solarcity Corporation,"Jiunn Benjamin Heng, Peter J. Rive, Zhigang Xie, Bobby Yang",2016-10-18,2016-10-18,2018-04-19,,https://patents.google.com/patent/US20180108796A1/en,https://patentimages.storage.googleapis.com/51/a2/45/f5e4517d9e703d/US20180108796A1-20180419-D00000.png
US-9281436-B2,Radio-frequency sputtering system with rotary target for fabricating solar cells ,Solarcity Corporation,"Zhigang Xie, Wei Wang, Zheng Xu, Jianming Fu",2012-12-28,2013-12-27,2016-03-08,2016-03-08,https://patents.google.com/patent/US9281436B2/en,https://patentimages.storage.googleapis.com/57/a9/86/054df0a821a55f/US09281436-20160308-D00000.png
US-2018130921-A1,System and methods for achieving a micro louver effect in a photovoltaic cell ,"Tesla, Inc.","Alex Christopher Mayer, Brian Edward Atchley, Andreas Meisel",2016-11-09,2017-11-08,2018-05-10,,https://patents.google.com/patent/US20180130921A1/en,https://patentimages.storage.googleapis.com/a9/53/78/f1844e8eba5ae0/US20180130921A1-20180510-D00000.png
WO-2018207149-A1,System for regenerating sodium hydroxide and sulfuric acid from waste water stream containing sodium and sulfate ions ,"Tesla, Inc.",Ryan Mitchell MELSERT,2017-05-11,2018-05-11,2018-11-15,,https://patents.google.com/patent/WO2018207149A1/en,
US-2017336821-A1,Systems and methods for controlling pv production within energy export constraints ,Solarcity Corporation,Farshad Ramezan Pour Safaei,2016-05-18,2016-05-18,2017-11-23,,https://patents.google.com/patent/US20170336821A1/en,https://patentimages.storage.googleapis.com/fc/a8/6f/3b4ccd91c5abfc/US20170336821A1-20171123-D00000.png
US-2020235592-A1,Arc fault detection for battery packs in energy generation systems ,"Tesla, Inc.",Sandeep Narla,2017-08-15,2020-02-20,2020-07-23,,https://patents.google.com/patent/US20200235592A1/en,https://patentimages.storage.googleapis.com/b6/94/e3/dd9f5daf8e1e5e/US20200235592A1-20200723-D00000.png
US-2017294870-A1,Pre-assembled nesting photovoltaic module bracket for solar tracker ,Solarcity Corporation,"Charles Bernardo Almy, Kathryn Austin Pesce",2016-04-08,2016-04-08,2017-10-12,,https://patents.google.com/patent/US20170294870A1/en,https://patentimages.storage.googleapis.com/b3/a7/e3/e54631e49b93bc/US20170294870A1-20171012-D00000.png
JP-2020065435-A,Magnetic flux shield for electric motor ,"テスラ，インコーポレイテッド, Tesla Inc","ラスカリス，コンスタンティノス, LASKARIS Konstantinos, ディー． バグリーノ，アンドリュー, D Baglino Andrew, ディー． バグリーノ，アンドリュー, フーレイ，チャド, Furey Chad, ネルソン，デビッド，エフ．, F Nelson David",2013-11-01,2019-12-05,2020-04-23,,https://patents.google.com/patent/JP2020065435A/en,
US-10315532-B2,Monopost for free-standing vehicle seat ,"Tesla, Inc.","P Thomas Vikstrom, Jan Just, Olav SADOO, Anthony Paschos, Hussein Sanaknaki, Wayne Watson, Jason Daddy",2015-08-27,2017-06-02,2019-06-11,2019-06-11,https://patents.google.com/patent/US10315532B2/en,https://patentimages.storage.googleapis.com/54/6b/fd/6b4bbc54fd7ee6/US10315532-20190611-D00000.png
US-10277029-B2,Energy storage system with dual-active-bridge converter ,"Tesla Motors, Inc.","Brandon Pierquet, Mehmet Ozbek, Andrew David Baglino",2015-09-30,2016-09-30,2019-04-30,2019-04-30,https://patents.google.com/patent/US10277029B2/en,https://patentimages.storage.googleapis.com/87/ff/83/9e8b31aae6bdc4/US10277029-20190430-D00000.png
US-9352789-B2,Torque box with shear planes at inner joint ,"Tesla Motors, Inc.","N. Petter WINBERG, Tom Spencer, Sachin Shrimant Sawant, Malcolm Burgess",2014-04-17,2014-04-17,2016-05-31,2016-05-31,https://patents.google.com/patent/US9352789B2/en,https://patentimages.storage.googleapis.com/54/64/9c/ec85bba52b74b4/US09352789-20160531-D00000.png
US-2017170037-A1,Ambidextrous cassette and methods of using same ,Solarcity Corporation,Pablo Gonzalez,2015-12-14,2015-12-30,2017-06-15,,https://patents.google.com/patent/US20170170037A1/en,https://patentimages.storage.googleapis.com/83/c3/20/6da5711cffa86f/US20170170037A1-20170615-D00000.png
US-2018029132-A1,Deposition of metal dies for part fabrication ,"Tesla Motors, Inc.",Rajesh Prasannavenkatesan,2016-07-29,2016-07-29,2018-02-01,,https://patents.google.com/patent/US20180029132A1/en,https://patentimages.storage.googleapis.com/24/20/cd/f7e780c04eb3e9/US20180029132A1-20180201-D00000.png
US-9352784-B2,Adapter for crush rail and torque box ,"Tesla Motors, Inc.","N. Petter WINBERG, Timothy L. Sheldon, Sachin Shrimant Sawant",2014-04-17,2014-04-17,2016-05-31,2016-05-31,https://patents.google.com/patent/US9352784B2/en,https://patentimages.storage.googleapis.com/e7/dc/c6/cb42d8633d9f93/US09352784-20160531-D00000.png
US-8934999-B2,Robotic processing system and method ,"Tesla Motors, Inc.",Nicholas R. Kalayjian,2012-02-13,2012-02-13,2015-01-13,2015-01-13,https://patents.google.com/patent/US8934999B2/en,https://patentimages.storage.googleapis.com/b7/c2/0e/3dc57dee08ac25/US08934999-20150113-D00000.png
US-8534703-B1,Dynamic antiwhiplash apparatus and method ,"Tesla Motors, Inc.",Michael John Baldwin,2012-03-09,2012-03-09,2013-09-17,2013-09-17,https://patents.google.com/patent/US8534703B1/en,https://patentimages.storage.googleapis.com/59/1f/cd/21b4d7cb35ea6a/US08534703-20130917-D00000.png
US-2017087617-A1,High speed blow forming processes ,"Tesla Motors, Inc.","Rajesh Prasannavenkatesan, Matthew Parker, Yvon Laplante, Nicolas Bombardier, Ben Rush, Shi LI",2015-09-25,2015-09-25,2017-03-30,,https://patents.google.com/patent/US20170087617A1/en,https://patentimages.storage.googleapis.com/90/86/19/e134511ffc41a7/US20170087617A1-20170330-D00000.png
US-2018114740-A1,Inverter ,"Tesla Motors, Inc.","Wenjun Liu, Robert James Ramm, Alan David Tepe, Colin Kenneth Campbell, Dino Sasaridis",2016-10-25,2016-10-25,2018-04-26,,https://patents.google.com/patent/US20180114740A1/en,https://patentimages.storage.googleapis.com/5f/36/66/eeef9c2a1ad603/US20180114740A1-20180426-D00000.png
US-2014153150-A1,Dynamic current protection in energy distribution systems ,"Tesla Motors, Inc.",Francisco LePort,2012-11-30,2012-11-30,2014-06-05,,https://patents.google.com/patent/US20140153150A1/en,https://patentimages.storage.googleapis.com/ba/13/d5/2ec28fd0c3c52d/US20140153150A1-20140605-D00000.png
US-2017197574-A1,Load limiter configuration using multidimensional model ,"Tesla Motors, Inc.","John Cooper, Madan Gopal, Bruno A. LUZ, Honglu Zhang",2016-01-12,2016-01-12,2017-07-13,,https://patents.google.com/patent/US20170197574A1/en,https://patentimages.storage.googleapis.com/d1/06/a1/e8487265542699/US20170197574A1-20170713-D00000.png
US-2013228431-A1,Electrical Interface Interlock System ,"Tesla Motors, Inc.","Nicholas Robert Kalayjian, Ryan Thomas Davis, Michael Kaojen Fang",2012-03-02,2012-10-19,2013-09-05,,https://patents.google.com/patent/US20130228431A1/en,https://patentimages.storage.googleapis.com/0e/20/36/5781a90a5a2c3b/US20130228431A1-20130905-D00000.png
US-2017229268-A1,Pyrotechnic disconnect with arc splitter plates ,"Tesla Motors, Inc.","Mark Goldman, Jeff CORTES, Jeffrey G. Reichbach",2016-02-04,2016-02-04,2017-08-10,,https://patents.google.com/patent/US20170229268A1/en,https://patentimages.storage.googleapis.com/fd/0b/bb/1b03f2a07089a4/US20170229268A1-20170810-D00000.png
US-9828037-B2,Structural beam member with dual side reinforcement ribbing ,"Tesla, Inc.","Luis E Alanis, Hussein Sanaknaki",2015-09-16,2015-09-16,2017-11-28,2017-11-28,https://patents.google.com/patent/US9828037B2/en,https://patentimages.storage.googleapis.com/8c/ff/e5/f11144950ddc62/US09828037-20171128-D00000.png
US-9865852-B2,Energy storage container with vortex separator ,"Tesla, Inc.","Jason HAER, Joseph Mardall, Scott I. Kohn, Adam MASER, Peter How, Christopher Grimmer",2015-06-25,2015-06-25,2018-01-09,2018-01-09,https://patents.google.com/patent/US9865852B2/en,https://patentimages.storage.googleapis.com/6e/a4/49/6d315e9ae4377d/US09865852-20180109-D00000.png
