search URL:,https://patents.google.com/?assignee=Amazon+Technologies%252c+Inc.&before=priority:20200101&after=priority:20120101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9397835-B1,Web of trust management in a distributed system ,"Amazon Technologies, Inc.","Matthew John Campagna, Gregory Branchek Roth",2014-05-21,2014-05-21,2016-07-19,2016-07-19,https://patents.google.com/patent/US9397835B1/en,https://patentimages.storage.googleapis.com/49/5f/11/9db550d720e974/US09397835-20160719-D00000.png
US-9790001-B2,Storage totes ,"Amazon Technologies, Inc.",Fernando Tubilla Kuri,2015-12-11,2015-12-11,2017-10-17,2017-10-17,https://patents.google.com/patent/US9790001B2/en,https://patentimages.storage.googleapis.com/81/e5/22/390c2dae25f9c8/US09790001-20171017-D00000.png
US-2014380330-A1,Token sharing mechanisms for burst-mode operations ,"Amazon Technologies, Inc.","Wei Xiao, Miguel Mascarenhas Filipe, James R. Hamilton, Yijun Lu, Stefano Stefani, Stuart Henry Seelye Marshall, Bjorn Patrick Swift, Kiran-Kumar Muniswamy-Reddy",2013-06-25,2013-06-25,2014-12-25,,https://patents.google.com/patent/US20140380330A1/en,https://patentimages.storage.googleapis.com/4f/65/97/599a247d066846/US20140380330A1-20141225-D00000.png
US-2016050164-A1,Processing electronic mail replies ,"Amazon Technologies, Inc.","Zachary Crisman, Siddharth Vivek Joshi, Jamie J. Sheehan, Charles E. Dannaker",2012-03-27,2015-10-30,2016-02-18,,https://patents.google.com/patent/US20160050164A1/en,https://patentimages.storage.googleapis.com/8f/72/bb/df0cebd9e9652c/US20160050164A1-20160218-D00000.png
US-2019171762-A1,Streaming radio with personalized content integration ,"Amazon Technologies, Inc.","Alexander Luke, Tyler Hobbs",2017-12-04,2017-12-04,2019-06-06,,https://patents.google.com/patent/US20190171762A1/en,https://patentimages.storage.googleapis.com/22/3e/f3/f3ca6f41107bae/US20190171762A1-20190606-D00000.png
US-10757376-B1,Image creation using geo-fence data ,"Amazon Technologies, Inc.","Kalidas Yeturu, Howard Lee Huddleston, JR.",2015-06-12,2019-04-16,2020-08-25,2020-08-25,https://patents.google.com/patent/US10757376B1/en,https://patentimages.storage.googleapis.com/5f/3a/a5/b9c830e37aeb79/US10757376-20200825-D00000.png
DE-112017005853-T5,Systems and methods for maximizing carry-container contents ,"Amazon Technologies, Inc.","Tyson Wittrock, Timothy Talda, John Battles, Samuel Gardner Garrett",2016-11-18,2017-11-16,2019-08-01,,https://patents.google.com/patent/DE112017005853T5/en,https://patentimages.storage.googleapis.com/0b/50/e6/02c32d30578658/DE112017005853T5_0001.png
US-2018068261-A1,Arm-detecting overhead sensor for inventory system ,"Amazon Technologies, Inc.","Ned Lecky, Peter K. Mansfield, Peter R. Wurman, Dennis Polic",2014-06-10,2017-10-31,2018-03-08,,https://patents.google.com/patent/US20180068261A1/en,https://patentimages.storage.googleapis.com/0f/d6/04/73f555e7a4fae1/US20180068261A1-20180308-D00000.png
DE-112017005386-T5,ROBOT AD HOC NETWORK ,"Amazon Technologies, Inc.",Jeremiah David Brazeau,2016-10-25,2017-10-25,2019-08-01,,https://patents.google.com/patent/DE112017005386T5/en,https://patentimages.storage.googleapis.com/f3/19/bd/73a7780693a72e/DE112017005386T5_0001.png
US-10592475-B1,Consistent data storage in distributed computing systems ,"Amazon Technologies, Inc.","Bogdan Eduard Ghidireac, Peter Sirota, Robert Frederick Leidle, Mathew Alan Mills, George Steven McPherson, Xing Wu, Jonathan Andrew Fritz",2013-12-27,2014-03-21,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592475B1/en,https://patentimages.storage.googleapis.com/a8/41/67/ea5171ede5fed5/US10592475-20200317-D00000.png
US-9001977-B1,Telephone-based user authentication ,"Amazon Technologies, Inc.","Harsha Ramalingam, Jesper M. Johansson, Bhavnish H. Lathia",2012-11-20,2012-11-20,2015-04-07,2015-04-07,https://patents.google.com/patent/US9001977B1/en,https://patentimages.storage.googleapis.com/45/c2/9c/019318675c5011/US09001977-20150407-D00000.png
US-10685669-B1,Device selection from audio data ,"Amazon Technologies, Inc.","Gang LAN, Joseph Pedro Tavares, Deepak Uttam Shah, Mckay Clawson, Vijay Shankar Tennety, Ravi Kiran Rachakonda, Venkata Snehith Cherukuri, Charles James Torbert",2018-03-20,2018-03-20,2020-06-16,2020-06-16,https://patents.google.com/patent/US10685669B1/en,https://patentimages.storage.googleapis.com/d8/7f/30/57f7e8cf30de53/US10685669-20200616-D00000.png
US-9058428-B1,Software testing using shadow requests ,"Amazon Technologies, Inc.","Muhammad Ali Siddiqui, Peter V. Commons, Ivan Eduardo Gonzalez, Amos Dylan Vance, Kendra A. Yourtee, Thomas L. Keller",2012-04-12,2012-04-12,2015-06-16,2015-06-16,https://patents.google.com/patent/US9058428B1/en,https://patentimages.storage.googleapis.com/2b/07/33/e0d9af6c4c67c1/US09058428-20150616-D00000.png
US-9331835-B1,"Radio frequency (RF) front-end circuitry for wireless local area network (WLAN), wide area network (WAN) and global positioning system (GPS) communications ","Amazon Technologies, Inc.","Tzung-I Lee, Varadarajan Gopalakrishnan, Cheol Su Kim, In Chul Hyun",2014-03-19,2014-03-19,2016-05-03,2016-05-03,https://patents.google.com/patent/US9331835B1/en,https://patentimages.storage.googleapis.com/85/da/33/a625456a000d12/US09331835-20160503-D00000.png
US-8553357-B1,Cooling of hard disk drives with separate mechanical module and drive control module ,"Amazon Technologies, Inc.","James Christopher Sorenson, III, Colin L. Lazier, Kestutis Patiejunas",2012-03-26,2012-03-26,2013-10-08,2013-10-08,https://patents.google.com/patent/US8553357B1/en,https://patentimages.storage.googleapis.com/3a/8a/87/56a58f473601f3/US08553357-20131008-D00000.png
US-9588799-B1,Managing test services in a distributed production service environment ,"Amazon Technologies, Inc.","Brian Todd Burruss, II John Luther Guthrie, Marc Stephen Olson, Madhuvanesh Parthasarathy",2015-09-29,2015-09-29,2017-03-07,2017-03-07,https://patents.google.com/patent/US9588799B1/en,https://patentimages.storage.googleapis.com/83/81/7d/974a9aad3b117b/US09588799-20170307-D00000.png
US-10629014-B1,Web-based structure access ,"Amazon Technologies, Inc.","Margaret Ren, Unyoung Kim, Kristine Anne Hanson, Priti Marappan, Jenish Shah, Rohit Shrivastava, Tian Yu, Jing Zhu",2017-06-20,2018-11-12,2020-04-21,2020-04-21,https://patents.google.com/patent/US10629014B1/en,https://patentimages.storage.googleapis.com/88/5b/fa/31a333c5527c01/US10629014-20200421-D00000.png
US-9182795-B1,Power distribution system discovery ,"Amazon Technologies, Inc.","Peter J. Hill, Matthew D. Rehder, Joseph J. Lindsay, John W. Eichelberg, Daniel J. Rohrabaugh, Andrew B. Dickinson, Thomas Bradley Scholl, Travis S. Pepper, Michael P. Czamara, Richard M. Lotz, Paul A. Stancik, Eduardo M. Parra, Samuel Joseph Mortimer",2012-03-20,2012-03-20,2015-11-10,2015-11-10,https://patents.google.com/patent/US9182795B1/en,https://patentimages.storage.googleapis.com/55/59/35/a908acf32a33fc/US09182795-20151110-D00000.png
US-9733869-B1,Provisioning a slave for data storage using metadata with updated references ,"Amazon Technologies, Inc.","Jianhua Fan, Benjamin Arthur Hawks, Norbert Paul Kusters, Nachiappan Arumugam, Danny Wei, II John Luther Guthrie",2015-09-25,2015-09-25,2017-08-15,2017-08-15,https://patents.google.com/patent/US9733869B1/en,https://patentimages.storage.googleapis.com/2f/83/bf/bbcad54b081b00/US09733869-20170815-D00000.png
US-8924581-B1,Managing data transfer using streaming protocols ,"Amazon Technologies, Inc.","Prashanth A. Acharya, Jonathan B. Corley, Craig W. Howard, Harvo R. Jones, John K. Loendorf, Colm MacCarthaigh, Bradley E. Marshall, Imran S. Patel, Lee B. Rosen, Ronald James Snyder, Jr., Ryan F. Watson",2012-03-14,2012-03-14,2014-12-30,2014-12-30,https://patents.google.com/patent/US8924581B1/en,https://patentimages.storage.googleapis.com/c9/29/55/cfcabb16b60ad0/US08924581-20141230-D00000.png
US-9688479-B1,Multiple speed conveyor storage system ,"Amazon Technologies, Inc.",Christopher Albert Gorski,2015-09-21,2015-09-21,2017-06-27,2017-06-27,https://patents.google.com/patent/US9688479B1/en,https://patentimages.storage.googleapis.com/a4/a7/4a/f2f0a562294daa/US09688479-20170627-D00000.png
US-2015378975-A1,Attribute fill using text extraction ,"Amazon Technologies, Inc.","Jianhui Wu, Taibai Xu, Wenke Zhang, Rongzhou Shen, Krishnamurthy Koduvayur Viswanathan, Gabriel Parent, Jiwei Cao, Debprakash Patnaik",2014-06-25,2014-06-25,2015-12-31,,https://patents.google.com/patent/US20150378975A1/en,https://patentimages.storage.googleapis.com/f6/63/5d/bf13ebd049873f/US20150378975A1-20151231-D00000.png
US-2017371778-A1,Reliable Distributed Messaging Using Non-Volatile System Memory ,"Amazon Technologies, Inc.","Samuel James McKelvie, Anurag Windlass Gupta",2013-11-01,2017-08-20,2017-12-28,,https://patents.google.com/patent/US20170371778A1/en,https://patentimages.storage.googleapis.com/2c/c7/d1/d6c1e9c50e501f/US20170371778A1-20171228-D00000.png
US-2017330209-A1,Computer processes for predicting media item popularity ,"Amazon Technologies, Inc.",Christopher Lon McGilliard,2013-09-23,2017-08-04,2017-11-16,,https://patents.google.com/patent/US20170330209A1/en,https://patentimages.storage.googleapis.com/1c/5e/0a/283dcae30d47ea/US20170330209A1-20171116-D00000.png
US-10560537-B2,Function based dynamic traffic management for network services ,"Amazon Technologies, Inc.","David Y. Yamanoha, Timothy Allen Gilman, Eugene Sheung Chee Lam, Brady Montz, Joel Ross Ohman, Dipanwita Sarkar",2015-12-28,2018-08-31,2020-02-11,2020-02-11,https://patents.google.com/patent/US10560537B2/en,https://patentimages.storage.googleapis.com/34/2c/f9/ac9ba151ad0101/US10560537-20200211-D00000.png
US-9248965-B1,Item processing verification using imaging ,"Amazon Technologies, Inc.",Alexander Jacob Kritchevsky,2014-02-19,2014-02-19,2016-02-02,2016-02-02,https://patents.google.com/patent/US9248965B1/en,https://patentimages.storage.googleapis.com/17/b6/bd/b3e7d6417a508d/US09248965-20160202-D00000.png
US-10475330-B2,Communicating with law enforcement agencies using client devices that are associated with audio/video recording and communication devices ,"Amazon Technologies, Inc.","James Siminoff, Peter Gerstberger",2017-05-31,2018-05-29,2019-11-12,2019-11-12,https://patents.google.com/patent/US10475330B2/en,https://patentimages.storage.googleapis.com/16/9c/9f/7433f67bb498a8/US10475330-20191112-D00000.png
US-10095531-B2,Avoiding or deferring data copies ,"Amazon Technologies, Inc.",Jeremy Boynes,2013-03-14,2015-08-14,2018-10-09,2018-10-09,https://patents.google.com/patent/US10095531B2/en,https://patentimages.storage.googleapis.com/32/5b/44/33b2179ba0b64b/US10095531-20181009-D00000.png
US-2018351941-A1,Secure device-to-device process for granting access to a physical space ,"Amazon Technologies, Inc.",Jasmeet Chhabra,2017-06-05,2017-06-05,2018-12-06,,https://patents.google.com/patent/US20180351941A1/en,https://patentimages.storage.googleapis.com/4c/f6/b5/f615224f742f9e/US20180351941A1-20181206-D00000.png
US-10014713-B1,Redundant secondary power support system ,"Amazon Technologies, Inc.",Huyen Van Nguyen,2014-07-31,2014-07-31,2018-07-03,2018-07-03,https://patents.google.com/patent/US10014713B1/en,https://patentimages.storage.googleapis.com/7f/3e/e6/86b89a8be4728e/US10014713-20180703-D00000.png
US-2014207824-A1,Access controls on the use of freeform metadata ,"Amazon Technologies, Inc.","Eric Jason Brandwine, Peter Nicholas DeSantis, Léon Thrane",2013-01-22,2013-01-22,2014-07-24,,https://patents.google.com/patent/US20140207824A1/en,https://patentimages.storage.googleapis.com/50/c7/c3/ea1e83373ec296/US20140207824A1-20140724-D00000.png
US-2017243237-A1,Assigning slots to user interface elements ,"Amazon Technologies, Inc.","Mehul G. Sutariya, Adam Lloyd Days, Yashar D. Fakhari, Adam Brent Johnson, Margaret E. McCanner",2012-07-23,2017-05-10,2017-08-24,,https://patents.google.com/patent/US20170243237A1/en,https://patentimages.storage.googleapis.com/04/db/9d/f4151df1b01e33/US20170243237A1-20170824-D00000.png
US-10148869-B1,Systems and methods for determining a depth or reflectance of objects ,"Amazon Technologies, Inc.","Mashhour SOLH, Tsz Lok Poon",2016-03-02,2018-01-22,2018-12-04,2018-12-04,https://patents.google.com/patent/US10148869B1/en,https://patentimages.storage.googleapis.com/57/ef/c3/9798d26e2e7095/US10148869-20181204-D00000.png
US-10007892-B1,Capacitive sensor system ,"Amazon Technologies, Inc.","Camerin Cole Hahn, Qicai Shi, Christopher Raymond Grajewski, Vinod Lakhi Hingorani, Elizabeth Ann Zitzer, Somasundaram Niranjayan",2016-03-28,2016-03-28,2018-06-26,2018-06-26,https://patents.google.com/patent/US10007892B1/en,https://patentimages.storage.googleapis.com/2c/3d/5c/27fe6843e19bed/US10007892-20180626-D00000.png
US-2016373414-A1,Handshake offload ,"Amazon Technologies, Inc.",Colm MacCarthaigh,2015-06-16,2015-06-16,2016-12-22,,https://patents.google.com/patent/US20160373414A1/en,https://patentimages.storage.googleapis.com/7e/12/47/03922f943d2dbd/US20160373414A1-20161222-D00000.png
US-2018232308-A1,Data system with data flush mechanism ,"Amazon Technologies, Inc.","Norbert Paul Kusters, Nachiappan Arumugam, Andre Podnozov, Shobha Agrawal, Shreyas Ramalingam, Danny Wei, David R. Richardson, Marc John Brooker, Christopher Nathan Watson, II John Luther Guthrie, Ravi Nankani",2017-02-15,2017-02-15,2018-08-16,,https://patents.google.com/patent/US20180232308A1/en,https://patentimages.storage.googleapis.com/7d/56/71/5c10b2f5cd0a65/US20180232308A1-20180816-D00000.png
US-10614616-B1,Virtual reality user interface generation ,"Amazon Technologies, Inc.","Michael Tedesco, David Robert Cole, Lane Daughtry",2017-09-26,2017-09-26,2020-04-07,2020-04-07,https://patents.google.com/patent/US10614616B1/en,https://patentimages.storage.googleapis.com/f2/16/5d/08c7934b9c30e2/US10614616-20200407-D00000.png
US-2014085245-A1,Display integrated camera array ,"Amazon Technologies, Inc.","Leo B. Baldwin, Kenneth M. Karakotsios, Tomer Moscovich, Isaac S. Noble",2012-09-21,2012-09-21,2014-03-27,,https://patents.google.com/patent/US20140085245A1/en,https://patentimages.storage.googleapis.com/d0/e1/b5/92ecb279dd3f31/US20140085245A1-20140327-D00000.png
US-10218597-B1,Provider network address range-based models ,"Amazon Technologies, Inc.","Kevin Christopher Miller, Joseph E. Magerramov",2015-09-29,2015-09-29,2019-02-26,2019-02-26,https://patents.google.com/patent/US10218597B1/en,https://patentimages.storage.googleapis.com/ee/03/1c/0513af8fb4e6a0/US10218597-20190226-D00000.png
US-2018181294-A1,Feedback animation for touch-based interactions ,"Amazon Technologies, Inc.","Nicole Dare, Marc Hensley",2016-12-28,2016-12-28,2018-06-28,,https://patents.google.com/patent/US20180181294A1/en,https://patentimages.storage.googleapis.com/15/23/c4/101a20cb3068b6/US20180181294A1-20180628-D00000.png
US-2017178396-A1,Generating virtual shadows for displayable elements ,"Amazon Technologies, Inc.","Kevin Robert Costello, Christopher Wayne Lockhart",2013-09-24,2016-12-23,2017-06-22,,https://patents.google.com/patent/US20170178396A1/en,https://patentimages.storage.googleapis.com/b1/e6/9c/fb80774cd1af15/US20170178396A1-20170622-D00000.png
US-2018183592-A1,Public key rollup for merkle tree signature scheme ,"Amazon Technologies, Inc.","Matthew John Campagna, Eric Jason Brandwine, Andrew Kyle Driggs",2016-12-23,2016-12-23,2018-06-28,,https://patents.google.com/patent/US20180183592A1/en,https://patentimages.storage.googleapis.com/24/ed/a2/ffbba30013b9ea/US20180183592A1-20180628-D00000.png
US-10375471-B2,Voice controlled assistant ,"Amazon Technologies, Inc.","Kelly Erin Johnson, Christopher Mann Chamberlin, Aashish NATARAJA, Duane Everard Whyte, Alexandra Hall Hoster",2017-08-30,2017-08-30,2019-08-06,2019-08-06,https://patents.google.com/patent/US10375471B2/en,https://patentimages.storage.googleapis.com/44/e9/fe/a4e40ffceb190c/US10375471-20190806-D00000.png
US-10135813-B2,Computing device with integrated authentication token ,"Amazon Technologies, Inc.","Jesper Mikael Johansson, Darren Ernest Canavor, Matthew Ryan Jezorek, Brian Young Lee",2014-12-16,2017-08-28,2018-11-20,2018-11-20,https://patents.google.com/patent/US10135813B2/en,https://patentimages.storage.googleapis.com/9d/8f/0a/564a078777c65d/US10135813-20181120-D00000.png
US-10494088-B1,Deployable propeller blades for aerial vehicles ,"Amazon Technologies, Inc.","Vedran Coralic, Cyriel Notteboom, David Moro Ludena",2017-08-18,2017-08-18,2019-12-03,2019-12-03,https://patents.google.com/patent/US10494088B1/en,https://patentimages.storage.googleapis.com/bf/62/a5/957faffe50a344/US10494088-20191203-D00000.png
US-10630668-B2,Single sign-on registration ,"Amazon Technologies, Inc.","Dick Clarence Hardt, Darin Keith McAdams",2017-04-28,2017-08-15,2020-04-21,2020-04-21,https://patents.google.com/patent/US10630668B2/en,https://patentimages.storage.googleapis.com/01/b6/28/88233a266803e6/US10630668-20200421-D00000.png
US-9444795-B1,Robot mitigation ,"Amazon Technologies, Inc.","Marcin Piotr Kowalski, Frans Adriaan Lategan",2013-09-27,2013-09-27,2016-09-13,2016-09-13,https://patents.google.com/patent/US9444795B1/en,https://patentimages.storage.googleapis.com/79/ae/c5/3bab8df0b439fb/US09444795-20160913-D00000.png
US-10291605-B2,Validation for requests ,"Amazon Technologies, Inc.",Peter Zachary Bowen,2015-08-07,2017-08-10,2019-05-14,2019-05-14,https://patents.google.com/patent/US10291605B2/en,https://patentimages.storage.googleapis.com/e1/d8/ad/91e398a47c5f79/US10291605-20190514-D00000.png
US-9127872-B1,Mobile storage units for delivery ,"Amazon Technologies, Inc.",James Andrew Chainey,2013-09-25,2013-09-25,2015-09-08,2015-09-08,https://patents.google.com/patent/US9127872B1/en,https://patentimages.storage.googleapis.com/70/46/d1/52cc6135033c37/US09127872-20150908-D00000.png
US-10423241-B1,Defining operating areas for virtual reality systems using sensor-equipped operating surfaces ,"Amazon Technologies, Inc.","Dominick Khanh Pham, William R. Hazlewood, Christina Nichole Durbin, Charles Shearer Dorner, Alaa-Eddine Mendili",2017-07-31,2017-07-31,2019-09-24,2019-09-24,https://patents.google.com/patent/US10423241B1/en,https://patentimages.storage.googleapis.com/b1/31/c4/959da462d5b092/US10423241-20190924-D00000.png
US-2018152405-A1,Embedded codes in messaging protocol communications ,"Amazon Technologies, Inc.","Calvin Yue-Ren Kuo, Jonathan I. Turow, Kyunghwan Choi, Marc John Brooker, James Christopher Sorenson, III, Weili Zhong McClenahan, Mark Edward Rafn",2016-11-28,2016-11-28,2018-05-31,,https://patents.google.com/patent/US20180152405A1/en,https://patentimages.storage.googleapis.com/7d/2d/73/77b97615f35c69/US20180152405A1-20180531-D00000.png
US-10450062-B1,Versatile multirotor aerial vehicles ,"Amazon Technologies, Inc.","Ubaldo Bova, Christopher Gornall, David Moro Ludena, Cyriel Notteboom, Michael Piedmonte, James Thomas",2017-06-28,2017-06-28,2019-10-22,2019-10-22,https://patents.google.com/patent/US10450062B1/en,https://patentimages.storage.googleapis.com/52/06/43/2338197d35132d/US10450062-20191022-D00000.png
US-10387672-B1,Secure message handling ,"Amazon Technologies, Inc.","Jason Alexander Harland, Vijay Patel, Nathan Pritchard",2017-06-27,2017-06-27,2019-08-20,2019-08-20,https://patents.google.com/patent/US10387672B1/en,https://patentimages.storage.googleapis.com/a4/71/1f/5c3e3152bfa56a/US10387672-20190820-D00000.png
US-10498718-B2,Device identification and authentication in a network ,"Amazon Technologies, Inc.","Bijendra Singh, Richard Dyson, Christopher Warren Jones, Praveen Kumar Madhanagopal",2017-06-16,2017-06-16,2019-12-03,2019-12-03,https://patents.google.com/patent/US10498718B2/en,https://patentimages.storage.googleapis.com/c8/ab/d0/450e86f90683b2/US10498718-20191203-D00000.png
US-9609402-B2,Optical transmittal storage networks ,"Amazon Technologies, Inc.","Jason Michael Long, Pragyana K. Mishra",2015-03-26,2015-03-26,2017-03-28,2017-03-28,https://patents.google.com/patent/US9609402B2/en,https://patentimages.storage.googleapis.com/f8/de/77/a81577a1e52d52/US09609402-20170328-D00000.png
US-10776861-B1,Displaying garments on 3D models of customers ,"Amazon Technologies, Inc.","Robert Yuji Haitani, William R. Hazlewood, Alaa-Eddine Mendili, Dominick Khanh Pham",2017-04-27,2017-05-30,2020-09-15,2020-09-15,https://patents.google.com/patent/US10776861B1/en,https://patentimages.storage.googleapis.com/4c/e4/49/21e2c7c1b6935c/US10776861-20200915-D00000.png
ES-2692694-T3,Magnetic closure of 90º to prevent a high surface flow ,"Amazon Technologies, Inc.",Bryan D. TRINH,2012-08-14,2013-08-13,2018-12-04,2018-12-04,https://patents.google.com/patent/ES2692694T3/en,
US-10360092-B1,Hybrid hardware and software reporting management ,"Amazon Technologies, Inc.","Hani Ayoub, Adi Habusha, Itay Poleg",2017-05-17,2017-05-17,2019-07-23,2019-07-23,https://patents.google.com/patent/US10360092B1/en,https://patentimages.storage.googleapis.com/51/33/f5/72e84226719e60/US10360092-20190723-D00000.png
US-2018083503-A1,Motor magnet placement to alter generated sound ,"Amazon Technologies, Inc.","Brian C. Beckman, Austin Brown",2016-09-16,2016-09-16,2018-03-22,,https://patents.google.com/patent/US20180083503A1/en,https://patentimages.storage.googleapis.com/d5/c1/15/af18a42dbe23dc/US20180083503A1-20180322-D00000.png
US-2021352345-A1,Video distribution synchronization ,"Amazon Technologies, Inc.","Per Lindgren, Ted OLSSON, Anders CEDRONIUS, Hans INSULANDER, Christer Bohm, Magnus Danielson",2015-11-17,2021-07-21,2021-11-11,,https://patents.google.com/patent/US20210352345A1/en,https://patentimages.storage.googleapis.com/c1/47/a8/ef71519aa2ca6d/US20210352345A1-20211111-D00000.png
US-9828092-B1,Item delivery with an unmanned aerial vehicle and unmanned aerial vehicle retrieval system ,"Amazon Technologies, Inc.","Amir Navot, Elad Ben-Israel",2015-02-16,2015-02-16,2017-11-28,2017-11-28,https://patents.google.com/patent/US9828092B1/en,https://patentimages.storage.googleapis.com/69/27/23/1679b107cb4699/US09828092-20171128-D00000.png
US-2021124616-A1,Workload management using blockchain-based transaction deferrals ,"Amazon Technologies, Inc.","Prashant Verma, Ronil Sudhir Mokashi",2017-11-16,2020-12-31,2021-04-29,,https://patents.google.com/patent/US20210124616A1/en,https://patentimages.storage.googleapis.com/a0/ae/cc/3d952262ef2445/US20210124616A1-20210429-D00000.png
US-2021073031-A1,Automated rollback ,"Amazon Technologies, Inc.",Eric Jason Brandwine,2015-11-11,2020-11-18,2021-03-11,,https://patents.google.com/patent/US20210073031A1/en,https://patentimages.storage.googleapis.com/a4/fa/ac/eb2e43dcb2c45e/US20210073031A1-20210311-D00000.png
US-2021058364-A1,Domain name system operations implemented using scalable virtual traffic hub ,"Amazon Technologies, Inc.","Paul John Tillotson, Bashuman Deb, Thomas Spendley, Omer Hashmi, Baihu Qian, Alexander Justin Penney",2018-09-19,2020-11-06,2021-02-25,,https://patents.google.com/patent/US20210058364A1/en,https://patentimages.storage.googleapis.com/ab/8a/2e/d0d2d3aadc9d64/US20210058364A1-20210225-D00000.png
US-2020413026-A1,Aerial vehicle sensor positioning ,"Amazon Technologies, Inc.","Taylor David Grenier, Louis Leroi Legrand, III, Barry James O'Brien, Joshua John Watson, Ricky Dean Welsh",2016-09-14,2020-09-09,2020-12-31,,https://patents.google.com/patent/US20200413026A1/en,https://patentimages.storage.googleapis.com/e8/e1/ef/89a6ec5c786afe/US20200413026A1-20201231-D00000.png
US-2020319911-A1,Configurable virtual machines ,"Amazon Technologies, Inc.",Rajan Panchapakesan,2012-10-17,2020-06-19,2020-10-08,,https://patents.google.com/patent/US20200319911A1/en,https://patentimages.storage.googleapis.com/78/6e/f0/40d92042c44f4f/US20200319911A1-20201008-D00000.png
US-2020236373-A1,Media storage ,"Amazon Technologies, Inc.","Jeremiah M. Dunham, Andrew Tunall, Benjamin Black, Kristopher Kosmatka, Benjamin Aldouby Schwartz, Jason LaPier, Justin Abrahms",2016-09-14,2020-03-23,2020-07-23,,https://patents.google.com/patent/US20200236373A1/en,https://patentimages.storage.googleapis.com/27/9c/62/2eafa0483223bb/US20200236373A1-20200723-D00000.png
US-2020218812-A1,Detecting unknown software vulnerabilities and system compromises ,"Amazon Technologies, Inc.",Nima Sharifi Mehr,2015-08-27,2020-03-17,2020-07-09,,https://patents.google.com/patent/US20200218812A1/en,https://patentimages.storage.googleapis.com/f4/06/55/2b0de4c79355cc/US20200218812A1-20200709-D00000.png
US-2020192658-A1,Identifying versions of running programs using signatures derived from object files ,"Amazon Technologies, Inc.","Bjoern Doebel, Konrad Jan Miller, Martin Thomas Pohlack",2016-08-30,2020-02-21,2020-06-18,,https://patents.google.com/patent/US20200192658A1/en,https://patentimages.storage.googleapis.com/df/03/cb/0e875c7dfd3deb/US20200192658A1-20200618-D00000.png
US-10938884-B1,Origin server cloaking using virtual private cloud network environments ,"Amazon Technologies, Inc.","Matthew Graham Baldwin, Craig Wesley Howard, Donavan Miller",2017-01-30,2017-01-30,2021-03-02,2021-03-02,https://patents.google.com/patent/US10938884B1/en,https://patentimages.storage.googleapis.com/ac/1d/8c/481b2f91450ed4/US10938884-20210302-D00000.png
US-2020251104-A1,Content output management based on speech quality ,"Amazon Technologies, Inc.","Andrew Smith, Christopher Schindler, Karthik Ramakrishnan, Rohit Prasad, Michael George, Rafal Kuklinski",2018-03-23,2020-02-10,2020-08-06,,https://patents.google.com/patent/US20200251104A1/en,https://patentimages.storage.googleapis.com/9f/2b/98/0abeb642d90d1f/US20200251104A1-20200806-D00000.png
US-2020175170-A1,Maintaining keys for trusted boot code ,"Amazon Technologies, Inc.","Ron Diamant, Alex Levin, Ihab Bishara",2016-12-22,2020-02-10,2020-06-04,,https://patents.google.com/patent/US20200175170A1/en,https://patentimages.storage.googleapis.com/94/95/1f/adffaa2270071b/US20200175170A1-20200604-D00000.png
US-2020125736-A1,Tracking developer behavior with respect to software analysis tools ,"Amazon Technologies, Inc.","Jon Arron McClintock, Alun Jones, Narasimha Rao Lakkakula",2014-10-17,2019-12-20,2020-04-23,,https://patents.google.com/patent/US20200125736A1/en,https://patentimages.storage.googleapis.com/e7/4a/2a/a9559ebf50d58d/US20200125736A1-20200423-D00000.png
US-9372516-B2,Building level dehumidification and cooling ,"Amazon Technologies, Inc.","Peter George Ross, William Charles Bauerle, Alan Donald Gillooly, Christopher Alon Goodnow",2013-05-16,2013-05-16,2016-06-21,2016-06-21,https://patents.google.com/patent/US9372516B2/en,https://patentimages.storage.googleapis.com/90/24/a0/faa15c1a572561/US09372516-20160621-D00000.png
US-9483445-B1,Providing fonts for electronic publications ,"Amazon Technologies, Inc.","Lokesh Joshi, Michael Patrick Bacus, Christopher Allen Suver, Eric Allen Menninga",2013-05-14,2013-05-14,2016-11-01,2016-11-01,https://patents.google.com/patent/US9483445B1/en,https://patentimages.storage.googleapis.com/29/c1/df/adad8d400a2fad/US09483445-20161101-D00000.png
DE-112019005881-T5,CRYPTOGRAPHIC REVIEW OF DATABASE TRANSACTIONS ,"Amazon Technologies, Inc.","Yannis Papakonstantinou, Christopher Richard Jacques de Kadt, Tate Andrew Certain, Allan Henry Vermeulen",2018-11-26,2019-11-25,2021-09-02,,https://patents.google.com/patent/DE112019005881T5/en,https://patentimages.storage.googleapis.com/d6/91/34/33b943482a4b4d/DE112019005881T5_0001.png
US-9262999-B1,Content orientation based on user orientation ,"Amazon Technologies, Inc.","Arnaud Marie Froment, Kenneth Paul Kiraly, Nadim Awad, Jonathan White Keljo, Michael David Dumont, Levon Dolbakian, Srinivasan Sridharan",2013-05-13,2013-05-13,2016-02-16,2016-02-16,https://patents.google.com/patent/US9262999B1/en,https://patentimages.storage.googleapis.com/72/14/20/eb4877d69ff326/US09262999-20160216-D00000.png
